course_id,course_name,category,teacher,description
C_682415,《史记》十讲,未标注,MOOCCubeX,本课程将深入解析司马迁为何写《史记》，怎样写《史记》，《史记》流传情况及重要价值，从不一样的角度解读《史记》。
C_682429,平面广告设计,未标注,MOOCCubeX,《平面广告设计》课程是一门专业核心课程，主要学习和掌握广告设计主要元素的运用，包括广告创意与视觉表现、广告图形设计、广告文字应用设计、广告色彩设计、广告版面设计以及不同媒介平面广告设计与制作基本知识。培养学生具备一定的平面广告设计知识和技能，提高学生对广告作品的鉴赏能力以及创新设计能力，提升学生的审
C_682433,中国近现代史纲要,历史学,MOOCCubeX,在这里，你能够领略近代以来的风云际会，感悟中华民族不屈不挠的追梦历程；在这里，你能够纵览近代以来的风起云涌，体验一个文明古国今朝的自信与自豪。
C_682431,无机化学,未标注,MOOCCubeX,"主要分为化学反应原理，物质结构基础和元素化学三个部分,适合自学，也适合高校无机化学的混合教学。配套的网络资源平台有无机化学微信公众号，对学习内容进行解析和补充。每一章节有专门的英语专业词汇和拓展，帮助学习者提升继续学习的能力。"
C_682435,计算机应用基础,未标注,MOOCCubeX,本课程将带您全面了解计算机的发展史、软硬件结构等基础知识；系统掌握windows7操作系统的使用方法以及各种常用办公软件的使用技巧；还会了解到计算机网络基础、Internet技术和计算机安全维护等相关知识。
C_682440,建筑设备工程,未标注,MOOCCubeX,通过该课程的学习，能够掌握建筑设备工程的基本知识，具有综合考虑和合理处理建筑中各种关系的能力，能掌握一般建筑中的水暖电设计原理和方法，以解决建筑设计、施工、管理工作中与建筑设备专业协调配合的问题。
C_682443,数字信号处理,未标注,MOOCCubeX,"独创《数字信号处理》三十六字真诀(一条主线/ 两域支撑/ 三大变换/ 四种特征/ 五类原型/ 六扇小窗/ 七大应用/ 八仙过海/九九归一），将经典信号处理理论的一粒粒珍珠用一条主线串成项链。知识与能力并重，理论与实践结合，铺就后续学习DSP芯片以及现代信号处理之路。同学们，学好DSP, 用好DSP, 未来数字信号处理的应用领域，将取决于你的想象空间！
"
C_682442,组合数学,数学,MOOCCubeX,"本课程是计算机专业核心的基础理论课，是计算机理论分析和算法设计的基础,侧重介绍组合数学的概念和思想，研究离散对象的计数方法和相关理论。"
C_682449,汉语语法与语法教学,未标注,MOOCCubeX,课程主要阐释汉语语法的基本概念、基础知识、结构规则，强调汉语语法教学的实践性、简洁性与趣味性原则，介绍能够体现这些原则的主要方法，同时关注国别化汉语语法教学，着重培养学习者正确运用所学知识、科学评判各种汉语语法教学方法、合理设计汉语语法教学方案、有效地组织汉语语法教学的能力，以及根据不同学习目的、不同汉语水平、不同层次教材对汉语语法教学方法进行选择、融会、创新的能力。
C_682450,网络价值评估,未标注,MOOCCubeX,本课程主要是引导和启发学习者认识和理解网络商务模式的内涵，体会网络经济的发展表现形式。对互联网商业模式以及各种互联网经济表现有了自我评估能力。加深对网络经济的理解，掌握互联网发展的观察评价方法。
C_682452,现代生物学导论,未标注,MOOCCubeX,本门课程讲授生物学理论和探讨科研的本质。除了教师讲授外还配合动画、模型搭建、实验室实拍、科学家访谈等多种形式，丰富学生的学习维度。
C_682457,嵌入式系统,未标注,MOOCCubeX,华南理工大学计算机科学与工程学院的《嵌入式系统》课程，结合当今智能硬件、物联网以及互联网+等技术的发展，以当今主流的ARM芯片为主题，对嵌入式系统芯片的核心模块、外部接口和应用进行了讲解，并结合一个综合实例智能小车的开发及实现从而使学生能全面掌握嵌入式系统的开发过程。
C_682458,会计学原理,应用经济学,MOOCCubeX,【国家精品课】学习会计学原理可以了解和熟悉会计这种国际通用的商业语言，完善自己的知识结构体系，还可以为深入学习会计学其他课程打下基础。
C_682459,电视摄像,未标注,MOOCCubeX,专业摄像机如何操作？如何拍摄专业水准的视频节目？本课程作为广播电视学、广告学、电视编导等专业核心课，通过本课程学习，学生能具备电视摄像机的基本操作技能，能够熟练运用摄像机拍摄电视画面，并具有一定电视摄像艺术水准。并且能够以小组为单位，独立拍摄制作一部电视短片。
C_682460,携手向花间——昆曲经典剧目欣赏,未标注,MOOCCubeX,昆曲最经典的剧目有哪些？它们表现的是什么样的故事？有哪些人物？各自有什么艺术特色？有哪些好的版本？本课程将为你一一介绍。
C_682464,工程热力学,未标注,MOOCCubeX,"《工程热力学》是能源与动力工程专业的专业核心课程，涉及机械工程、流体力学、动力工程等相关知识。其亦是机械工程、工程热物理、动力工程、航空航天、及核工程等专业的重要基础课。
    通过对《工程热力学》的学习，使我们掌握热力学的基本概念及定义，明白热力学第一、第二定律的实质，能够熟练使用热力学基本参数进行性热力学计算。为后续的专业课程准备必要的专业知识，对我们在学习专业课的过程中起着至关重要的作用。"
C_682466,清华院系概览,未标注,MOOCCubeX,本课程将带你走进清华的各个院系，帮助你了解它们的特点、培养目标、研究成果、学生生活、就业去向等诸多方面。
C_682469,线性代数,未标注,MOOCCubeX,"线性代数为啥这么重要？
     它是工学、电子、建筑、管理等专业学生必须学习的基础工科数学课程，也是研究生入学考试的必考课程！
     它帮助培养学生的逻辑思维、抽象思维、严密思​维的数学素养！
     它在信息化的今天，被提到了更高的高度，因为它与计算机有最密切的联系！​"
C_682470,设计构成,未标注,MOOCCubeX,本课程将从平面构成，色彩构成，立体构成三方面带着大家展开一场对设计中的点、线、面、色彩、肌理、形态规律等的综合研究。通过学习来培养我们今后在设计工作中必须具有的抽象思维能力、空间立体思维能力、色彩的构成思维、工艺手工制作能力、对形式美法则的灵活应用能力、色彩综合运用能力、对点线面的综合运用能力等。
C_682472,华尔兹舞基础教程,艺术学,MOOCCubeX,本课程主要为大家讲解标准舞中风格突出、简单实用的华尔兹舞，通过华尔兹的历史起源、站姿及握持、基本步的剖析、足法技术的讲解和华尔兹组合的讲解，将艺术与技术全方位结合，体会到舞蹈为大家带来的愉悦体验和审美情趣的提高。
C_682473,庄子寓言及其智慧,未标注,MOOCCubeX,     想读懂鲲鹏乘风而起的智慧与格局吗？想学会庖丁解牛一般地破解日常的困境吗？想用英语侃侃而谈中国哲学史上最为瑰丽清奇的寓言故事吗？一起加入我们的《庄子寓言及其智慧》英语课程吧——欣赏挥洒泼墨的古风动画，品读奇思妙想的庄子寓言，启迪融通古今的人生智慧。
C_682479,走近冬奥会,未标注,MOOCCubeX,2008年，中华民族百年奥运梦圆，现在，祝贺北京再次申奥成功，让我们带着对冰雪世界的憧憬，相约2022！
C_682480,生理学,未标注,MOOCCubeX,生理学是生物科学的一个分支，是研究生物体及其各组成部分正常功能活动及其规律的一门学科。本课程主要从整体、器官和系统、细胞和分子水平揭示正常状态机体的活动规律，阐明其产生机制及机体应对环境变化时的调节。
C_682476,房屋建筑构造,未标注,MOOCCubeX,房屋建筑构造是建筑工程技术专业进行岗位能力培养的一门专业基础课，为学习专业课奠定基本理论和技能的基础。主要任务是学习研究房屋的构造组成构造原理及构造方法，同时介绍建筑设计的一般原则及标准。
C_682485,概率论——不确定性的科学,数学,MOOCCubeX,一门关于概率模型的导论课，同时涵盖了随机过程和统计推断的一些基本知识。
C_682486,Web设计与应用,未标注,MOOCCubeX,课程围绕B/S模式架构，逐层展开对HTML5、CSS3、JavaScript、Bootstrap、SpringMVC等主流开发技术及框架的讲解。课程旨在传授Web设计的理论知识与应用技巧，知识体系完整、内容翔实、讲解生动、案例精彩，在轻松入门的基础上突出了知识在设计中的实际应用。
C_682488,矿井通风,未标注,MOOCCubeX,矿井通风在煤矿安全生产中具有举足轻重的作用。通过本课程的在线学习，使学生掌握矿井通风的基本理论知识，掌握矿井通风设计方法，初步具有矿井通风设计能力。为学生从事矿山安全工程等方面的技术、管理与科学研究工作奠定扎实的专业基础。
C_682487,网页创意与艺术设计,未标注,MOOCCubeX,本课程将网页艺术设计与其他艺术设计形式进行比较，尝试从网页艺术设计的内容、原则和特点等方面在理论上进行深入探讨，并对网页艺术设计的具体技巧进行专门分析。
C_682489,简明大学化学物质结构部分入门,未标注,MOOCCubeX,物质结构是学习化学性质的基础。本课程为期4周，面向高中毕业和大一的同学，内容包括核外电子排布、化学键、晶体及分子结构。本课程的讨论环节及思维导图绘制，帮助同学们培养深度思考和自学能力，适应大学学习。
C_682491,中级日语听说,未标注,MOOCCubeX,语料来源独到，素材鲜活地道，场景设计真实，理念先进科学，“听-说-写-视-演”，多模态学习10个主题，启用“Can-do”量表，解决“听不懂说不出”日语的烦恼，全面培养日语听说能力。
C_682496,太极拳推手,未标注,MOOCCubeX,太极拳推手作为中国传统武术项目，有其丰厚的传统武术文化内涵，是一项全身心的运动，长期坚持可以活跃情绪，对大脑起调节作用，不仅可以训练人的反应能力、力量和速度等身体素质，增强体质、防治疾病，还能技击防身，易学易练。
C_682498,玩转英美,未标注,MOOCCubeX,《玩转英美》以增强学生的语用能力习得，拓展学生的跨文化视野为宗旨，以两大篇章九个单元的主题英语微视频为载体，用生动活泼的方式培养学生在实际生活场景中的英语运用能力以及跨文化素养。
C_682505,程序设计技术（基于C）-基础,未标注,MOOCCubeX,本课程从程序的“设计“入手，按照基础、提高与应用（6个典型应用，包含图像处理、游戏等）两个层次组织教学内容，着重培养学生独立分析问题、抽象模型、构造算法、编写程序、最终解决问题的能力。
C_682509,好心态——如何自己造：心理健康教育,未标注,MOOCCubeX,"良好的心理状态是人生健康、成功与幸福的基础。健身还要健心，健康才能保证。
良好心态主要靠自己营造，学会健心是现代人的必修课。
如何自我营造良好心态，提高心理素质，促进心理健康？
本课程将会给你以帮助。"
C_682512,金融工程,应用经济学,MOOCCubeX,金融工程是市场对更高的金融效率不断追求的产物。金融工程运用工程技术的方法设计开发和实施新型金融产品，创造性地解决金融问题成为一门新兴的交叉学科。
C_682514,人类遗传探秘,生物学,MOOCCubeX,《人类遗传探秘》由宁夏大学生命科学学院“遗传学教学团队”录制。本课程融科学性、实用性、趣味性于一体，力求科学、深入浅出地向学生剖析社会关注热点的人类遗传相关问题，如人从一个细胞发育而来、生男生女谁主沉浮、外貌行为遗传、智商长寿基因、遗传病、癌基因、由基因编辑所引发的人类科学伦理探讨问题等方面的新知识和新进展。《人类遗传探秘》作为面向全校文理工科学生开设的通识教育选修课，旨在介绍人类遗传的基本研究内容和分析方法，体现现代遗传学发展的新理论、新方法，使学生对人类遗传学所研究的内容及其规律有一个更全面系统的了解。
C_682515,系统工程,未标注,MOOCCubeX,我国著名科学家钱学森指出“系统工程是一门组织管理的技术”，“系统工程是组织管理系统的规划、研究、设计、制造、试验和使用的科学方法，是一种对所有‘系统’都具有普遍意义的科学方法”。随着科技的进步和社会、经济及管理环境的变化，系统化管理的要求日益突出，需要按照系统的观点、采用系统分析的方法来认识和解决。想了解更多系统工程的知识吗？来学习由空军工程大学推出的慕课《系统工程》吧！
C_682516,国防教育——热点问题,军队政治工作学,MOOCCubeX,本课程重点讲解我国国防面临的内外环境与威胁，探讨全球化进程中我国面临的各类国防热点问题，通过学习与思考，使学生具有“国家兴亡，匹夫有责”的责任感和理性的爱国行为准则。
C_682522,土木工程概论,未标注,MOOCCubeX,土木工程专业的新生都要选择“土木工程概论”课，期望从中了解行业背景、取得的成就和未来的职业前景。通过课程学习，使学生了解土木工程的方方面面，从而激发那份学习的热情与探索的欲望。
C_682523,互联网金融,工商管理,MOOCCubeX,互联网金融的趋势不可逆转，互联网金融就是未来的金融，让我们通过这门课程的学习预见未来、把握未来。
C_682525,物理化学（下）,化学工程与技术,MOOCCubeX,本课程系统讲授电化学、化学动力学、界面化学与胶体和统计热力学等物理化学知识点。通过生动形象讲解，帮助学生系统、快捷、高效地学习物理化学，并学会解决课程的重、难点问题，亦可为考研学生复习物理化学课程时使用。
C_682527,数值分析,未标注,MOOCCubeX,《数值分析》面向计算机，研究数学问题：非线性方程（组）、函数的插值与逼近、微积分、线性方程组、常微分方程等模块的数值计算方法，分析求得的解的精度，以及如何在计算机上实现求解等。
C_682530,市场营销实务,未标注,MOOCCubeX,市场营销实务课程以消费者需求为中心，结合网络时代营销理论与实践的新变化，帮助学员掌握营销理念、技能、策略和解决问题之道，为企业培养高素质的营销人员服务。
C_682531,物理化学（上）,化学工程与技术,MOOCCubeX,本课程系统讲授热力学基本定律、多组分热力学、化学平衡和相平衡等物理化学知识点。通过生动形象讲解，使学习者系统、快捷地学习知识点，了解重点难点，亦可作为研究生考研课程物理化学的复习课程。
C_682549,大自然中的体育——山地户外运动,未标注,MOOCCubeX,从山地户外运动的兴起、户外环境与危险识别和户外装备的基础知识，到户外绳结、野外行走、野外宿营、岩降、攀岩、溜索、山地救援等技术操作，全方位呈现山地户外运动发展历史、风险控制和技术规范。让我们一起“安全户外、尽享自然”吧！
C_682550,纸包装结构设计,未标注,MOOCCubeX,通过项目化的视频教学，使读者掌握十余种纸包装结构设计的方法和原理，运用AutoCAD进行盒型结构绘制，设计装潢平面图，最终实现包装设计的能力。
C_682553,组织学,未标注,MOOCCubeX,组织学(histology)是研究机体微细结构及其相关功能的科学。本课程详细介绍了组织学的基本概念，通过讲授人体的四种基本组织及循环系统、免疫系统、内分泌系统等多个系统，让学习者对组织学与胚胎学有初步的了解，为将来的医学专业课程的学习打好基础。
C_682554,数学建模,数学,MOOCCubeX,本课程以通俗易懂、案例引导、注重实践为特点，以讲授数学建模方法和技巧为定位，以实现运用数学建模解决实际问题为目标。
C_682558,家庭园艺,未标注,MOOCCubeX,《家庭园艺》是一门通识课程，适用于高职院校园艺专业学生、园艺行业从业者、家庭园艺爱好者自主学习。
C_682556,计算机绘图,未标注,MOOCCubeX,本课程采用项目化教学法和案例讲解法开展教学，由简单平面图形的绘制、典型零件图的绘制、复杂零件图的绘制、装配图的绘制、减速器三维实体造型等八个项目组成。
C_682562,离散数学概论,未标注,MOOCCubeX,《离散数学》是一门理论兼实际应用的综合性学科，是计算机学科和其他应用学科的基础理论课。该课程不仅详尽地讲述了离散数学具体内容，更重要的是强调离散数学课程的思想，特别是离散数学中逻辑的思想可以说是贯穿到整个教学中。通过学习，掌握证明问题的方法，培养抽象思维的能力、慎密概括的能力和严密逻辑推理的能力。 
C_682575,劳动关系实务操作,未标注,MOOCCubeX,身在职场或即将走上职场的你可能会遇到这些现实问题：值班是否等同于加班？年休假待遇如何保证？试用期如何维权？劳动合同如何续签？……课程将以专业的视角帮助学员预防劳动争议，建立和谐劳动关系，实现员工与企业互利共赢。
C_682578,高分子化学与物理,未标注,MOOCCubeX,在线课程“高分子化学与物理”的前身“高分子化学”曾于2010年被评为北京市精品课程立项项目。该课程在北京师范大学原为“高分子化学”和“高分子物理”两门课程，各讲48学时（周3学时），已开设有20余年的历史，2015年教育教学改革大类招生时，两门课程合并为一门课“高分子化学与物理”，为本科生学科基础课程，校内讲授时间为64学时（周4学时），学生为化学专业类型，人数每年约150人。“高分子化学与物理”在线课程，是由刘正平教授领导的教学团队7位教师历时两年倾情精心打造的精品之作。该课程的主讲教师团队成员均有博士学位，绝大多数具有海外经历，学缘分布广泛，年龄结构合理，坚持开展教研活动，积极参与全国教学研讨会，中年教师教学经验丰富，青年教师都经历听课、助教和多年教学经历，教学效果好，近3年团队所有教师的学生评价均为优秀。
C_682586,视觉传达设计思维与方法,艺术学,MOOCCubeX,注重逻辑思维与逆向思维并重的教学。以设计哲学、研究型设计与跨界设计、格律设计为宏观视点，掌握针对性选择何种设计思维与设计方法展开实践能力。
C_682588,模拟电子技术基础,未标注,MOOCCubeX,你想掌握与我们生活息息相关的电子技术吗？那就从“模拟电子技术基础”开始。本MOOC课程道出了其精髓，在创新教学方法中你会感到“模电”并非“魔电”。
C_682597,数字集成电路分析与设计,电子科学与技术,MOOCCubeX,集成电路(IC)早已是无处不在，而其中绝大部分是数字IC。这门课让你学习数字IC的晶体管级基本单元、模块和简单系统的分析方法，具备初步的数字IC设计能力。
C_682602,MEMS与微系统,仪器科学与技术,MOOCCubeX,微型化是当今科学技术发展的重要方向，实现微型化的主要途径是MEMS技术。作为新兴领域，MEMS已成为当今众多领域的重要组成和未来社会跨入智能时代的基石。
C_682604,现代交换技术,未标注,MOOCCubeX,《现代交换技术》课程是支撑课程，其目标是掌握下一代交换技术的基本构架、原理及组网方式；掌握设备调试的基本技能；故障处理及设备维护的基本技能。通过本课程的学习，要求学生能够掌握利用下 一代接入网络技术的基础知识，完成业务调试的基本技能
C_682610,基于Linux的C++,计算机科学与技术,MOOCCubeX,本课程旨在建立Linux环境下进行C++程序开发和系统编程时的正确思维和方法，构筑计算思维与实践能力之间的桥梁。
C_682618,激光及其应用,仪器科学与技术,MOOCCubeX,本课程是清华大学机械工程系与亚琛工大合作开设的课程，主要介绍激光原理及其应用。
C_682624,大学化学,化学,MOOCCubeX,化学是我们认识物质世界的重要窗口。打好坚实的化学基础，对于完善我们的知识体系，培养多角度思考、分析和解决实际问题的能力，定会有莫大的帮助。
C_682633,信息技术与教育应用,教育学,MOOCCubeX,跟随信息技术最新应用，体验信息化教学环境，在真实性任务中，掌握信息技术操作，学会创造性的应用信息技术，学会用信息技术变革教与学。
C_682644,数据新闻与可视化,未标注,MOOCCubeX,"      谷歌通过人们输入搜索框里的关键词，提前两个星期预测出美国的感冒流行趋势；沃尔玛通过顾客的购买行为数据分析，发现了“啤酒与尿布”热销的秘密；在央视和百度合作推出的基于“据说春运”系列报道中，春节热搜榜上排名第一的关键词竟然是它！这是一种在兴味盎然的“游戏化”参与过程中完成的新闻生产方式。信息之美，呈现出不一样的新闻故事讲述方式。
     本课程共分为七章，第一、二章侧重理论学习，重点介绍数据新闻的源起、特征、功能、价值、类型等；第三章到第六章侧重于数据挖掘、指标设计和数据分析的学习；第七章将分部介绍信息可视化图表的分类以及如何制作可视化图表。核心原则在于如何用数据赋予新闻更多的价值。数据挖掘与可视化，让我们换种方式做新闻！"
C_682643,大学物理-电磁学和光学,未标注,MOOCCubeX,课程主要介绍电学、磁学和波动光学的基本概念及其规律，希望本课程能够帮助您去了解、去探索美妙神奇的物理世界！
C_682648,大学物理——振动、波动与光学,物理学,MOOCCubeX,物理，洞悉大千世界；物理，连接现代生活；物理，引领技术革命；物理，塑造人类灵魂。我们将带你走进物理大世界，结识物理大师，了解生活大物理，成为科技大侦探。
C_682653,灾害风险管理,未标注,MOOCCubeX,灾害风险管理是近年伴随国际减轻各类灾害风险、防范巨灾风险的进程中，逐渐发展起来的一门综合性多学科交叉学科。
C_682656,自然灾害概论,未标注,MOOCCubeX,面对严峻的自然灾害背景条件，你是否能从容面对？ 自然异变不可避免，自然灾害确可减轻。欢迎大家与我们一起进入《自然灾害概论》课程的学习，让我们认识灾害之源！了解应对之法！
C_682657,大学物理——近代物理,物理学,MOOCCubeX,物理，洞悉大千世界；物理，连接现代生活；物理，引领技术革命；物理，塑造人类灵魂。我们将带你走进物理大世界，结识物理大师，了解生活大物理，成为科技大侦探。
C_682660,汽车造型设计二维表达,交通运输工程,MOOCCubeX,想知道炫酷的汽车草图、效果图都是怎么画出来的吗？跟着我们一起学习吧！
C_682662,客户关系管理,未标注,MOOCCubeX,本课程主要介绍企业如何通过管理与顾客间的关系，创造价值、赢取利润。
C_682661,Petri网：模型、理论与应用,计算机科学与技术,MOOCCubeX,Petri网属于离散事件动态系统，是1960年代由卡尔·亚当·佩特里发明的，适合于描述异步的、并发的计算机系统模型。Petri网既有直观的图形表示，又有严格的数学定义；既是系统模型，又是理论体系。作为理论指导下的异步并发模型，已成功应用于系统控制、流程管理、自动化等领域。
C_682665,大学物理——电磁学,物理学,MOOCCubeX,物理，洞悉大千世界；物理，连接现代生活；物理，引领技术革命；物理，塑造人类灵魂。我们将带你走进物理大世界，结识物理大师，了解生活大物理，成为科技大侦探。
C_682671,光学工程基础,光学工程,MOOCCubeX,从探索宇宙的望远镜到观察微观世界的显微镜，从液晶电视到手机镜头，光学仪器不断影响和改变我们的生活。本课程教你掌握工程光学的基本概念和工程应用。
C_682672,C语言程序设计（下）,计算机科学与技术,MOOCCubeX,C 语言具备面向过程程序设计的基本要求，在诸多领域无可替代。我们将《C语言程序设计》分为《C语言程序设计（上）》和《C语言程序设计（下）》两部分，以数组为分割点，分而治之，由浅入深，坚固基础，追求完备。
C_682675,历史认知导论,未标注,MOOCCubeX,本课程从“什么是历史？”、“什么是历史学”、“什么是历史观？”等学习历史必须回答的问题出发，引导学生思考关于历史、历史学以及历史观的基本问题，从而让学生对这一系列问题形成自己合理的、独特的见解。
C_682679,高维看世界,未标注,MOOCCubeX,我们是否都在“盲人摸象”？假若有耐心摸遍大象全身，是否能看到更完整的“大象”？世界之“道”是否是高维的？假若用耐心弥补先天不足，是否终将看见“大道至简”？！
C_682681,轮机自动化,机械工程,MOOCCubeX,《轮机自动化》主要内容包括自动化基础和轮机自动控制系统两大部分，不仅是我国航海院校轮机工程专业的必修课和主干专业课，还是我国海事局高级船员资格考试的必考科目。
C_682683,智能车制作：嵌入式系统,未标注,MOOCCubeX,"本课程为“全国大学生智能车竞赛”秘书处组织的“智能车制作”系列微课之一。
本微课程帮助学生快速入门ARM嵌入式系统，适合想参与竞赛的本科生和爱好者。本微课程是学堂在线MOOC课程“ARM微控制器与嵌入式系统”的精选版本。"
C_682684,机械精度设计与检测技术,未标注,MOOCCubeX,Fundamentals of Geometric Dimensioning and Tolerancing is a compulsory basic course for Mechanical Engineering major. This course has been created to allow those interested in the principles of geometric product definition to follow step-by-step examples in the application of geometric controls. It will lay a foundation for your future professional study and work. Dear friends from all over the world welcome to join us!!
C_682685,武术与强身避险,体育学,MOOCCubeX,武术名师带你一探武术神妙，了解攻守之方略，把握技击之术法。武术俊杰伴你一解攻防玄机，习得远身可踢打，掌握近身会摔拿。自此，习得三十强身避险术，伴君此生平安行天下。
C_682692,分析仪器使用与维护,未标注,MOOCCubeX,        精密分析仪器已经广泛地应用在农产品、食品、药品以及环境检测工作中，而且它们将是未来检测行业的主流。本课程将带你认识常用分析仪器，培养分析仪器操作、维护和应用的基本能力，为检测岗位职业能力的提升和未来职业发展提供重要的支撑。
C_682697,新媒体编创,新闻传播学,MOOCCubeX,本课程结合新媒体研究、广播电视学、编辑出版学等专业特色，关注高等教育大众化和行业最新发展动态，带领学生重新追溯“新媒体”重塑新闻传播、编辑出版及其21世纪媒体生态的历程。
C_682702,金融工程导论,应用经济学,MOOCCubeX,金融工程是用创新性金融工具为企业、金融机构和个人的风险管理和投融资决策提供创造性解决方案，使不可能的交易成为可能。
C_682704,定性研究方法,系统科学,MOOCCubeX,定性研究有自己的理论问题、操作方法和思维方式，为认知人的行为、互动关系、人类社会提供了宽广、动态、丰富的视角。本课程将探讨定性研究理论问题、培养定性研究实践能力、塑造定性研究思维方式。
C_707035,现代生活美学——花香茶之道,未标注,MOOCCubeX,系列课“现代生活美学”以花道为主线，“进阶”则延伸到茶之道、香之道、园艺赏花、形象礼仪等。通过研习健康和优雅的生活方式，平衡心理，渐入修身养性之道。
C_682709,《纯粹理性批判》导论,哲学,MOOCCubeX,精读《纯粹理性批判》重要章节，对康德批判哲学有总体的把握；培养阅读西方哲学典籍的能力，特别是对概念、范畴的思辩能力，对问题的深入思考能力。要求在课下精读原典，能够明其大要，提出疑难。
C_682713,西方哲学II：近代部分,哲学,MOOCCubeX,本课程是西方哲学系列课程的第二部分，主要内容是对近代西方哲学发展的历史描述和逻辑诠释，从18世纪的法国哲学到19世纪的德国古典哲学。该课程在校内讲授已经30余年。2000年获得北京市精品课程和国家精品课程称号。
C_682716,环境地学原理,环境科学与工程,MOOCCubeX,课程包括：一是本科教学的主要内容，环境地学基础即第1至第8章、第14章共计67个课件；二是拓展学习内容即第9至13章共计14个课件。阐释地球环境系统的组成结构、性状特征、环境地学过程及其时空分异规律，阐述环境调查的基本方法。考核包含：过程性考核(50%)、终结性考试(40%)、综合技能鉴定(10%）
C_682723,环境规划,环境科学与工程,MOOCCubeX,生动有趣的呈现方式、深入浅出的专业知识，享有“睡不着、听不够”盛誉的《环境规划学》从传说中的课堂走来，为无基础的你开启未知的大门，为有积累的你开辟全新的思路。我们共聚一堂，只为拆穿，环境规划的奥秘……
C_682721,电工基础与电子设计,未标注,MOOCCubeX,课程注重电工基础理论和电子实用设计。内容以电阻、电感、电容、二极管、运算放大器、晶体管为导向，辅以基于Multisim软件的电路分析和较多的综合设计。
C_682728,现代汉语言语交际,未标注,MOOCCubeX,交际时如何准确识解言外之意？简单的言语陷阱又隐藏着什么规律？听说读写活动中有哪些技巧？如何有效提高你的交际能力？本课程将为你揭开这些不为常人重视的规律，祝你在交际过程中展现最优秀的自己，迈出事业成功第一步！
C_682731,普通化学,化学,MOOCCubeX,“普通化学”是为理科大一学生开设的化学基础课，属于北师大通识教育课程类/数理基础与科学素养模块/必修课程。课程目的是使学生对现代化学的基本概念、原理和应用有初步了解，学会运用初步的化学知识思考和解决实际问题。
C_682734,地下水文学（水文学原理及应用（2））,地质资源与地质工程,MOOCCubeX,地下空隙中的水，千姿百态，我们只有看懂了它、进而用数学描述它，才能持续高效的利用它而不引起泉水萎缩、地面沉陷、植被退化、水质恶化等问题。
C_682739,中国近现代史纲要,历史学,MOOCCubeX,中国近现代史是距离我们最近的一段历史，是对当代中国社会影响最大的一段历史，是深刻理解当代中国的一把钥匙。了解历史，即理解现实！让我们回望这段历史，从历史中获得智慧，以观照现实中的政治、社会和人生。
C_682742,财务报表分析,工商管理,MOOCCubeX,财务报表分析将财务分析和管理决策结合，从大量实际案例入手，从“基础”到“提高”、从“入门”到“实战”，掌握财务报表分析的方法和技巧，学会发现报表舞弊的迹象，侦破财务舞弊行为，提高分析和决策能力。
C_682743,家畜寄生虫病学,兽医学,MOOCCubeX,《家畜寄生虫病学》介绍各种畜禽的寄生虫及其引起的疾病，主要讲解寄生虫的形态、分类、生活史、以及寄生虫病的症状、诊断和治疗。
C_682747,现代仪器分析,未标注,MOOCCubeX,“现代仪器分析”是一门国家精品在线开放课程，为化学及相关专业开设，介绍光学分析法、分离分析法、质谱分析法及电化学分析法的基本理论、仪器组成及相关应用，也是你考研复习仪器分析基础知识的资源平台，欢迎您！
C_682749,法律人看婚姻家事,社会学,MOOCCubeX,《婚姻法》不是“离婚法”，而是“婚姻经营法”。夫妻间权利义务对等，婚姻关系一定稳定；夫妻间在人身、财产、情感三者间保持良性互动，婚姻关系一定是高质量！
C_682750,自动控制元件,控制科学与工程,MOOCCubeX,千万不要误以为我们是电子线路中的电阻、电容、电感，我们是应用在自动控制系统中的各种控制电机和驱动器，在航空航天、船舶航行、机器人运动、数控机床机加工领域中都能看到我们。学生中流行的四旋翼中可见到我们的身姿。要想学好自动控制系统，你必须要跨越我们，让我们臣服于你而不是你臣服于我们。
C_682754,理性色彩 智慧人生,未标注,MOOCCubeX,本课程从色彩的物理现象以及人对环境色彩的直观感知到色彩的理性控制等内容作了系列讲解，具体讲解人对色彩的生理感知、心理感知的支配效果，为色彩在日常生活中的空间、服装、物品、广告、信息传播中的运用起科学的理论支持作用。
C_682759,JAVA程序设计进阶,计算机科学与技术,MOOCCubeX,本课程内容主要包括java线程、网络编程、java虚拟机、垃圾回收机制、java集合类详解、java反射与代理以及java的字节码技术。
C_682762,力学与现代生活——开启科学人生,未标注,MOOCCubeX,本课程将借助力学启蒙与文化素养教育揭示现代生活之力学奥秘，在引领您感知“宇宙天地自然”之力世界、纵览“力学浇灌科技开花”之绚丽图景中，开启您的科学人生！
C_682794,儿童性发展与性教育,未标注,MOOCCubeX,本课程主要为大家介绍了人类性学发展的概述、0~15岁儿童的性发展与性教育实践、特殊儿童的性发展与性教育、性少数群体有关知识和荷兰家庭性教育。
C_682813,中国现当代文学名著欣赏,未标注,MOOCCubeX,本课程精选中国现当代著名作家经典作品，通过作品分析，引导学生了解历史、领悟语言魅力、感悟人生、认识社会，激发学生独立、自由的创造力，铸造健全人格，提供“精神成人”的诗意空间。对学习其他学科起支撑作用。
